date,team1,team2,score1,score2,winner
2024-04-30T22:40Z,MIA,COL,7,6,1
2024-04-30T22:40Z,DET,STL,11,6,1
2024-04-30T23:07Z,TOR,KC,1,4,0
2024-04-30T23:10Z,NYM,CHC,4,2,1
2024-04-30T23:10Z,BOS,SF,4,0,1
2024-04-30T23:40Z,CHW,MIN,5,6,0
2024-04-30T23:40Z,MIL,TB,8,2,1
2024-05-01T00:05Z,TEX,WSH,7,1,1
2024-05-01T00:10Z,HOU,CLE,10,9,1
2024-05-01T01:38Z,LAA,PHI,5,7,0
2024-05-01T01:40Z,SEA,ATL,3,2,1
2024-05-01T01:40Z,SD,CIN,6,4,1
2024-05-01T01:40Z,ARI,LAD,4,3,1
2024-05-01T01:40Z,OAK,PIT,5,2,1
2024-05-01T17:10Z,DET,STL,4,1,1
2024-05-01T17:10Z,MIL,TB,7,1,1
2024-05-01T18:10Z,CHW,MIN,5,10,0
2024-05-01T19:07Z,TOR,KC,1,6,0
2024-05-01T19:37Z,OAK,PIT,4,0,1
2024-05-01T19:40Z,SEA,ATL,2,5,0
2024-05-01T20:07Z,LAA,PHI,1,2,0
2024-05-01T20:10Z,SD,CIN,6,2,1
2024-05-01T22:35Z,BAL,NYY,0,2,0
2024-05-01T22:40Z,MIA,COL,4,1,1
2024-05-01T23:10Z,NYM,CHC,0,1,0
2024-05-01T23:10Z,BOS,SF,6,2,1
2024-05-02T00:05Z,TEX,WSH,0,1,0
2024-05-02T00:10Z,HOU,CLE,2,3,0
2024-05-02T01:40Z,ARI,LAD,0,8,0
2024-05-02T16:10Z,MIA,COL,5,4,1
2024-05-02T17:05Z,BAL,NYY,7,2,1
2024-05-02T17:10Z,NYM,CHC,7,6,1
2024-05-02T17:35Z,BOS,SF,1,3,0
2024-05-02T18:35Z,TEX,WSH,6,0,1
2024-05-03T00:10Z,HOU,CLE,8,2,1
2024-05-03T18:20Z,CHC,MIL,1,3,0
2024-05-03T22:10Z,CIN,BAL,0,3,0
2024-05-03T22:40Z,PIT,COL,2,3,0
2024-05-03T22:40Z,PHI,SF,4,3,1
2024-05-03T22:45Z,WSH,TOR,9,3,1
2024-05-03T22:50Z,TB,NYM,10,8,1
2024-05-03T23:05Z,NYY,DET,2,1,1
2024-05-03T23:10Z,CLE,LAA,0,6,0
2024-05-03T23:40Z,KC,TEX,7,1,1
2024-05-04T00:10Z,MIN,BOS,5,2,1
2024-05-04T00:10Z,HOU,SEA,5,3,1
2024-05-04T00:15Z,STL,CHW,3,0,1
2024-05-04T01:40Z,OAK,MIA,3,1,1
2024-05-04T01:40Z,ARI,SD,1,7,0
2024-05-04T02:10Z,LAD,ATL,4,3,1
2024-05-04T17:05Z,NYY,DET,5,3,1
2024-05-04T18:10Z,MIN,BOS,3,1,1
2024-05-04T18:15Z,STL,CHW,5,6,0
2024-05-04T18:20Z,CHC,MIL,6,5,1
2024-05-04T20:05Z,PIT,COL,1,0,1
2024-05-04T20:05Z,WSH,TOR,3,6,0
2024-05-04T20:07Z,OAK,MIA,20,4,1
2024-05-04T22:05Z,PHI,SF,14,3,1
2024-05-04T22:10Z,CLE,LAA,7,1,1
2024-05-04T22:40Z,CIN,BAL,1,2,0
2024-05-04T23:10Z,KC,TEX,4,15,0
2024-05-04T23:15Z,TB,NYM,3,1,1
2024-05-04T23:15Z,HOU,SEA,0,5,0
2024-05-05T00:10Z,ARI,SD,1,13,0
2024-05-05T01:10Z,LAD,ATL,11,2,1
2024-05-05T17:35Z,PIT,COL,5,3,1
2024-05-05T17:35Z,NYY,DET,5,2,1
2024-05-05T17:35Z,WSH,TOR,11,8,1
2024-05-05T17:40Z,CLE,LAA,4,1,1
2024-05-05T17:40Z,TB,NYM,7,6,1
2024-05-05T18:10Z,MIN,BOS,2,9,0
2024-05-05T18:10Z,HOU,SEA,4,5,0
2024-05-05T18:10Z,KC,TEX,2,3,0
2024-05-05T18:15Z,STL,CHW,1,5,0
2024-05-05T18:20Z,CHC,MIL,5,0,1
2024-05-05T20:07Z,OAK,MIA,3,12,0
2024-05-05T20:10Z,LAD,ATL,5,1,1
2024-05-05T20:10Z,CIN,BAL,1,11,0
2024-05-05T20:10Z,ARI,SD,11,4,1
2024-05-05T23:00Z,PHI,SF,5,4,1
2024-05-06T20:05Z,PHI,SF,6,1,1
2024-05-06T22:10Z,CLE,DET,2,1,1
2024-05-06T22:40Z,PIT,LAA,4,1,1
2024-05-06T22:50Z,TB,CHW,8,2,1
2024-05-06T23:10Z,KC,MIL,3,2,1
2024-05-06T23:40Z,CHC,SD,3,6,0
2024-05-06T23:40Z,MIN,SEA,3,1,1
2024-05-06T23:45Z,STL,NYM,3,4,0
2024-05-07T01:40Z,OAK,TEX,2,4,0
2024-05-07T02:10Z,LAD,MIA,6,3,1
2024-05-07T19:37Z,OAK,TEX,8,15,0
2024-05-07T22:10Z,CLE,DET,7,11,0
2024-05-07T22:40Z,CIN,ARI,2,6,0
2024-05-07T22:40Z,PHI,TOR,10,1,1
2024-05-07T22:45Z,WSH,BAL,3,0,1
2024-05-07T22:50Z,TB,CHW,5,1,1
2024-05-07T23:00Z,PIT,LAA,0,9,0
2024-05-07T23:05Z,NYY,HOU,10,3,1
2024-05-07T23:20Z,ATL,BOS,4,2,1
2024-05-07T23:40Z,KC,MIL,5,6,0
2024-05-07T23:40Z,CHC,SD,3,2,1
2024-05-07T23:40Z,MIN,SEA,6,10,0
2024-05-07T23:45Z,STL,NYM,5,7,0
2024-05-08T00:40Z,COL,SF,0,5,0
2024-05-08T02:10Z,LAD,MIA,8,2,1
2024-05-08T16:35Z,PIT,LAA,4,5,0
2024-05-08T17:05Z,PHI,TOR,3,5,0
2024-05-08T17:10Z,CLE,DET,5,4,1
2024-05-08T18:10Z,KC,MIL,6,4,1
2024-05-08T18:20Z,CHC,SD,0,3,0
2024-05-08T19:10Z,LAD,MIA,3,1,1
2024-05-08T19:37Z,OAK,TEX,9,4,1
2024-05-08T22:37Z,OAK,TEX,11,12,0
2024-05-08T22:40Z,CIN,ARI,3,4,0
2024-05-08T22:45Z,WSH,BAL,6,7,0
2024-05-08T22:50Z,TB,CHW,1,4,0
2024-05-08T23:05Z,NYY,HOU,9,4,1
2024-05-08T23:20Z,ATL,BOS,5,0,1
2024-05-08T23:40Z,MIN,SEA,6,3,1
2024-05-09T00:40Z,COL,SF,6,8,0
2024-05-09T17:10Z,CIN,ARI,4,5,0
2024-05-09T17:10Z,MIN,SEA,11,1,1
2024-05-09T19:10Z,COL,SF,9,1,1
2024-05-09T21:05Z,NYY,HOU,3,4,0
2024-05-09T23:40Z,CHW,CLE,3,2,1
2024-05-09T23:40Z,MIL,STL,7,1,1
2024-05-10T01:38Z,LAA,KC,4,10,0
2024-05-10T22:40Z,PIT,CHC,2,7,0
2024-05-10T22:40Z,DET,HOU,2,5,0
2024-05-10T22:50Z,TB,NYY,0,2,0
2024-05-10T23:05Z,BAL,ARI,4,2,1
2024-05-10T23:07Z,TOR,MIN,2,3,0
2024-05-10T23:10Z,NYM,ATL,2,4,0
2024-05-10T23:10Z,MIA,PHI,2,8,0
2024-05-10T23:10Z,BOS,WSH,1,5,0
2024-05-10T23:40Z,CHW,CLE,6,3,1
2024-05-11T00:10Z,MIL,STL,11,2,1
2024-05-11T00:40Z,COL,TEX,4,2,1
2024-05-11T01:38Z,LAA,KC,1,2,0
2024-05-11T01:40Z,SD,LAD,2,1,1
2024-05-11T01:40Z,SEA,OAK,8,1,1
2024-05-11T02:15Z,SF,CIN,2,4,0
2024-05-11T19:07Z,TOR,MIN,10,8,1
2024-05-11T20:05Z,BAL,ARI,5,4,1
2024-05-11T20:05Z,PIT,CHC,10,9,1
2024-05-11T20:10Z,NYM,ATL,1,4,0
2024-05-11T20:10Z,TB,NYY,7,2,1
2024-05-11T20:10Z,MIA,PHI,3,8,0
2024-05-11T20:10Z,BOS,WSH,4,2,1
2024-05-11T22:10Z,DET,HOU,8,2,1
2024-05-11T23:10Z,CHW,CLE,3,1,1
2024-05-11T23:15Z,SF,CIN,5,1,1
2024-05-11T23:15Z,MIL,STL,5,3,1
2024-05-12T00:10Z,COL,TEX,8,3,1
2024-05-12T00:40Z,SD,LAD,0,5,0
2024-05-12T01:38Z,LAA,KC,9,3,1
2024-05-12T01:40Z,SEA,OAK,1,8,0
2024-05-12T17:35Z,BAL,ARI,2,9,0
2024-05-12T17:35Z,PIT,CHC,4,5,0
2024-05-12T17:35Z,BOS,WSH,3,2,1
2024-05-12T17:37Z,TOR,MIN,1,5,0
2024-05-12T17:40Z,DET,HOU,3,9,0
2024-05-12T17:40Z,TB,NYY,6,10,0
2024-05-12T17:40Z,MIA,PHI,7,6,1
2024-05-12T18:10Z,CHW,CLE,0,7,0
2024-05-12T18:10Z,MIL,STL,3,4,0
2024-05-12T19:10Z,COL,TEX,3,1,1
2024-05-12T20:05Z,SF,CIN,6,5,1
2024-05-12T20:07Z,LAA,KC,2,4,0
2024-05-12T20:10Z,SD,LAD,4,0,1
2024-05-12T20:10Z,SEA,OAK,8,4,1
2024-05-12T23:00Z,NYM,ATL,4,3,1
2024-05-13T22:35Z,BAL,TOR,2,3,0
2024-05-13T22:40Z,DET,MIA,6,5,1
2024-05-13T23:10Z,NYM,PHI,4,5,0
2024-05-13T23:10Z,BOS,TB,3,5,0
2024-05-13T23:20Z,ATL,CHC,2,0,1
2024-05-13T23:40Z,MIL,PIT,6,8,0
2024-05-14T00:05Z,TEX,CLE,0,7,0
2024-05-14T00:10Z,HOU,OAK,9,2,1
2024-05-14T01:38Z,LAA,STL,5,10,0
2024-05-14T01:40Z,ARI,CIN,6,5,1
2024-05-14T01:40Z,SD,COL,4,5,0
2024-05-14T01:40Z,SEA,KC,6,2,1
2024-05-14T01:45Z,SF,LAD,4,6,0
2024-05-14T17:10Z,NYM,PHI,0,4,0
2024-05-14T20:40Z,CHW,WSH,3,6,0
2024-05-14T22:40Z,DET,MIA,0,1,0
2024-05-14T23:10Z,BOS,TB,5,4,1
2024-05-14T23:20Z,ATL,CHC,7,0,1
2024-05-14T23:40Z,MIN,NYY,1,5,0
2024-05-14T23:40Z,MIL,PIT,4,3,1
2024-05-15T00:05Z,TEX,CLE,4,7,0
2024-05-15T00:05Z,CHW,WSH,4,0,1
2024-05-15T00:10Z,HOU,OAK,2,1,1
2024-05-15T01:38Z,LAA,STL,6,7,0
2024-05-15T01:40Z,ARI,CIN,2,6,0
2024-05-15T01:40Z,SD,COL,3,6,0
2024-05-15T01:40Z,SEA,KC,2,4,0
2024-05-15T01:45Z,SF,LAD,2,10,0
2024-05-15T16:35Z,BAL,TOR,3,2,1
2024-05-15T17:10Z,DET,MIA,0,2,0
2024-05-15T17:10Z,MIL,PIT,10,2,1
2024-05-15T18:10Z,CHW,WSH,2,0,1
2024-05-15T19:40Z,ARI,CIN,2,1,1
2024-05-15T20:10Z,SD,COL,0,8,0
2024-05-15T20:10Z,SEA,KC,4,2,1
2024-05-15T22:40Z,PHI,NYM,10,5,1
2024-05-15T23:10Z,BOS,TB,3,4,0
2024-05-15T23:20Z,ATL,CHC,1,7,0
2024-05-15T23:40Z,MIN,NYY,0,4,0
2024-05-16T00:05Z,TEX,CLE,4,0,1
2024-05-16T00:10Z,HOU,OAK,3,0,1
2024-05-16T01:07Z,LAA,STL,7,2,1
2024-05-16T01:45Z,SF,LAD,4,1,1
2024-05-16T17:10Z,MIN,NYY,0,5,0
2024-05-16T22:40Z,PHI,NYM,5,6,0
2024-05-16T23:10Z,BOS,TB,5,7,0
2024-05-16T23:40Z,CHC,PIT,4,5,0
2024-05-17T00:10Z,HOU,OAK,8,1,1
2024-05-17T02:10Z,LAD,CIN,2,7,0
2024-05-17T18:20Z,CHC,PIT,3,9,0
2024-05-17T22:40Z,PHI,WSH,4,2,1
2024-05-17T23:05Z,NYY,CHW,4,2,1
2024-05-17T23:05Z,BAL,SEA,9,2,1
2024-05-17T23:07Z,TOR,TB,3,4,0
2024-05-17T23:10Z,CLE,MIN,3,2,1
2024-05-17T23:10Z,MIA,NYM,8,0,1
2024-05-17T23:20Z,ATL,SD,1,3,0
2024-05-17T23:40Z,KC,OAK,6,2,1
2024-05-18T00:05Z,TEX,LAA,3,9,0
2024-05-18T00:10Z,HOU,MIL,5,4,1
2024-05-18T00:15Z,STL,BOS,10,6,1
2024-05-18T01:40Z,ARI,DET,0,13,0
2024-05-18T02:10Z,LAD,CIN,7,3,1
2024-05-18T02:15Z,SF,COL,10,5,1
2024-05-18T17:05Z,NYY,CHW,6,1,1
2024-05-18T18:20Z,CHC,PIT,1,0,1
2024-05-18T19:07Z,TOR,TB,4,5,0
2024-05-18T20:05Z,SF,COL,14,4,1
2024-05-18T20:05Z,BAL,SEA,3,4,0
2024-05-18T20:10Z,MIA,NYM,10,9,1
2024-05-18T22:05Z,PHI,WSH,4,3,1
2024-05-18T22:10Z,CLE,MIN,11,4,1
2024-05-18T23:10Z,HOU,MIL,2,4,0
2024-05-18T23:10Z,KC,OAK,5,3,1
2024-05-18T23:15Z,TEX,LAA,3,2,1
2024-05-18T23:15Z,STL,BOS,7,2,1
2024-05-19T00:10Z,ARI,DET,3,8,0
2024-05-19T01:10Z,LAD,CIN,4,0,1
2024-05-19T17:05Z,STL,BOS,3,11,0
2024-05-19T17:35Z,NYY,CHW,7,2,1
2024-05-19T17:35Z,BAL,SEA,6,3,1
2024-05-19T17:35Z,PHI,WSH,11,5,1
2024-05-19T17:37Z,TOR,TB,5,2,1
2024-05-19T17:40Z,CLE,MIN,5,2,1
2024-05-19T17:40Z,MIA,NYM,3,7,0
2024-05-19T18:10Z,HOU,MIL,9,4,1
2024-05-19T18:10Z,KC,OAK,8,4,1
2024-05-19T18:20Z,CHC,PIT,2,3,0
2024-05-19T18:35Z,TEX,LAA,1,4,0
2024-05-19T20:05Z,SF,COL,4,1,1
2024-05-19T20:10Z,LAD,CIN,3,2,1
2024-05-19T20:10Z,ARI,DET,6,4,1
2024-05-19T23:00Z,ATL,SD,1,9,0
2024-05-20T16:20Z,ATL,SD,5,6,0
2024-05-20T19:07Z,TOR,CHW,9,3,1
2024-05-20T22:10Z,CLE,NYM,3,1,1
2024-05-20T22:20Z,ATL,SD,3,0,1
2024-05-20T22:40Z,MIA,MIL,3,2,1
2024-05-20T22:45Z,WSH,MIN,12,3,1
2024-05-20T22:50Z,TB,BOS,0,5,0
2024-05-20T23:05Z,NYY,SEA,4,5,0
2024-05-20T23:40Z,KC,DET,8,3,1
2024-05-20T23:45Z,STL,BAL,6,3,1
2024-05-21T00:10Z,HOU,LAA,7,9,0
2024-05-21T02:10Z,LAD,ARI,6,4,1
2024-05-21T22:10Z,CLE,NYM,7,6,1
2024-05-21T22:40Z,MIA,MIL,5,7,0
2024-05-21T22:40Z,CIN,SD,2,0,1
2024-05-21T22:40Z,PIT,SF,7,6,1
2024-05-21T22:40Z,PHI,TEX,5,2,1
2024-05-21T22:45Z,WSH,MIN,0,10,0
2024-05-21T22:50Z,TB,BOS,2,5,0
2024-05-21T23:05Z,NYY,SEA,3,6,0
2024-05-21T23:07Z,TOR,CHW,0,5,0
2024-05-21T23:40Z,CHC,ATL,4,3,1
2024-05-21T23:40Z,KC,DET,10,3,1
2024-05-21T23:45Z,STL,BAL,3,1,1
2024-05-22T00:10Z,HOU,LAA,6,5,1
2024-05-22T01:40Z,OAK,COL,5,4,1
2024-05-22T02:10Z,LAD,ARI,3,7,0
2024-05-22T17:05Z,WSH,MIN,2,3,0
2024-05-22T17:10Z,CLE,NYM,6,3,1
2024-05-22T17:45Z,STL,BAL,5,4,1
2024-05-22T18:10Z,HOU,LAA,1,2,0
2024-05-22T18:10Z,KC,DET,8,3,1
2024-05-22T22:40Z,MIA,MIL,1,0,1
2024-05-22T22:40Z,CIN,SD,3,7,0
2024-05-22T22:40Z,PIT,SF,5,9,0
2024-05-22T22:40Z,PHI,TEX,11,4,1
2024-05-22T22:50Z,TB,BOS,5,8,0
2024-05-22T23:05Z,NYY,SEA,7,3,1
2024-05-22T23:07Z,TOR,CHW,9,2,1
2024-05-22T23:40Z,CHC,ATL,2,9,0
2024-05-23T01:40Z,OAK,COL,3,4,0
2024-05-23T02:10Z,LAD,ARI,0,6,0
2024-05-23T16:35Z,NYY,SEA,5,0,1
2024-05-23T16:35Z,PIT,SF,6,7,0
2024-05-23T17:05Z,PHI,TEX,5,2,1
2024-05-23T17:10Z,CIN,SD,4,6,0
2024-05-23T18:20Z,CHC,ATL,0,3,0
2024-05-23T19:37Z,OAK,COL,10,9,1
2024-05-23T22:40Z,DET,TOR,1,9,0
2024-05-23T23:40Z,CHW,BAL,6,8,0
2024-05-24T22:40Z,PIT,ATL,11,5,1
2024-05-24T22:40Z,DET,TOR,6,2,1
2024-05-24T22:45Z,WSH,SEA,6,1,1
2024-05-24T22:50Z,TB,KC,1,8,0
2024-05-24T23:10Z,CIN,LAD,9,6,1
2024-05-24T23:10Z,BOS,MIL,2,7,0
2024-05-24T23:10Z,NYM,SF,7,8,0
2024-05-24T23:10Z,MIN,TEX,3,2,1
2024-05-24T23:40Z,CHW,BAL,4,6,0
2024-05-25T00:40Z,COL,PHI,3,2,1
2024-05-25T01:38Z,LAA,CLE,4,10,0
2024-05-25T01:40Z,OAK,HOU,3,6,0
2024-05-25T01:40Z,ARI,MIA,0,3,0
2024-05-25T01:40Z,SD,NYY,0,8,0
2024-05-25T17:10Z,DET,TOR,2,1,1
2024-05-25T17:40Z,NYM,SF,2,7,0
2024-05-25T18:10Z,CHW,BAL,3,5,0
2024-05-25T18:10Z,MIN,TEX,5,3,1
2024-05-25T20:05Z,PIT,ATL,4,1,1
2024-05-25T20:05Z,WSH,SEA,3,1,1
2024-05-25T20:07Z,OAK,HOU,3,1,1
2024-05-25T20:10Z,TB,KC,4,7,0
2024-05-25T20:10Z,BOS,MIL,3,6,0
2024-05-25T23:15Z,STL,CHC,7,6,1
2024-05-25T23:15Z,CIN,LAD,3,1,1
2024-05-26T01:10Z,COL,PHI,4,8,0
2024-05-26T01:38Z,LAA,CLE,3,4,0
2024-05-26T01:40Z,SD,NYY,1,4,0
2024-05-26T02:10Z,ARI,MIA,3,2,1
2024-05-26T15:35Z,DET,TOR,14,11,1
2024-05-26T16:10Z,CIN,LAD,4,1,1
2024-05-26T17:35Z,PIT,ATL,1,8,0
2024-05-26T17:35Z,BOS,MIL,2,1,1
2024-05-26T17:35Z,WSH,SEA,5,9,0
2024-05-26T17:40Z,TB,KC,4,1,1
2024-05-26T17:40Z,NYM,SF,4,3,1
2024-05-26T18:10Z,CHW,BAL,1,4,0
2024-05-26T18:10Z,MIN,TEX,2,6,0
2024-05-26T19:10Z,COL,PHI,5,2,1
2024-05-26T20:07Z,LAA,CLE,4,5,0
2024-05-26T20:07Z,OAK,HOU,2,5,0
2024-05-26T20:10Z,ARI,MIA,1,3,0
2024-05-26T20:10Z,SD,NYY,5,2,1
2024-05-26T23:00Z,STL,CHC,4,3,1
2024-05-27T17:05Z,BAL,BOS,11,3,1
2024-05-27T18:10Z,MIN,KC,6,5,1
2024-05-27T18:10Z,CHW,TOR,1,5,0
2024-05-27T20:10Z,MIL,CHC,5,1,1
2024-05-27T20:10Z,COL,CLE,8,6,1
2024-05-27T20:10Z,CIN,STL,3,1,1
2024-05-27T20:10Z,ATL,WSH,4,8,0
2024-05-27T21:05Z,SF,PHI,8,4,1
2024-05-27T22:40Z,SD,MIA,2,1,1
2024-05-28T01:40Z,SEA,HOU,3,2,1
2024-05-28T20:10Z,NYM,LAD,2,5,0
2024-05-28T22:35Z,BAL,BOS,3,8,0
2024-05-28T22:40Z,CIN,STL,1,7,0
2024-05-28T22:50Z,TB,OAK,0,3,0
2024-05-28T23:20Z,ATL,WSH,2,0,1
2024-05-28T23:40Z,MIL,CHC,3,6,0
2024-05-28T23:40Z,MIN,KC,4,2,1
2024-05-28T23:40Z,NYM,LAD,0,3,0
2024-05-28T23:40Z,CHW,TOR,2,7,0
2024-05-29T00:05Z,TEX,ARI,4,2,1
2024-05-29T00:40Z,COL,CLE,7,13,0
2024-05-29T01:38Z,LAA,NYY,4,3,1
2024-05-29T01:40Z,SEA,HOU,4,2,1
2024-05-29T01:40Z,SD,MIA,4,0,1
2024-05-29T01:45Z,SF,PHI,1,0,1
2024-05-29T16:40Z,DET,PIT,8,0,1
2024-05-29T17:10Z,CIN,STL,3,5,0
2024-05-29T18:35Z,TEX,ARI,6,1,1
2024-05-29T19:40Z,DET,PIT,2,10,0
2024-05-29T19:45Z,SF,PHI,1,6,0
2024-05-29T20:10Z,NYM,LAD,3,10,0
2024-05-29T20:10Z,SD,MIA,1,9,0
2024-05-29T22:35Z,BAL,BOS,6,1,1
2024-05-29T22:50Z,TB,OAK,4,3,1
2024-05-29T23:20Z,ATL,WSH,2,7,0
2024-05-29T23:40Z,MIL,CHC,10,6,1
2024-05-29T23:40Z,MIN,KC,1,6,0
2024-05-29T23:40Z,CHW,TOR,1,3,0
2024-05-30T00:40Z,COL,CLE,7,4,1
2024-05-30T01:38Z,LAA,NYY,1,2,0
2024-05-30T01:40Z,SEA,HOU,2,1,1
2024-05-30T17:10Z,MIL,CHC,6,4,1
2024-05-30T17:10Z,MIN,KC,7,6,1
2024-05-30T17:10Z,TB,OAK,6,5,1
2024-05-30T20:10Z,SEA,HOU,0,4,0
2024-05-30T23:10Z,NYM,ARI,3,2,1
2024-05-30T23:10Z,BOS,DET,0,5,0
2024-05-30T23:20Z,ATL,WSH,1,3,0
2024-05-31T01:38Z,LAA,NYY,3,8,0
2024-05-31T18:20Z,CHC,CIN,4,5,0
2024-05-31T22:40Z,PHI,STL,4,2,1
2024-05-31T23:05Z,BAL,TB,3,1,1
2024-05-31T23:07Z,TOR,PIT,5,3,1
2024-05-31T23:10Z,NYM,ARI,10,9,1
2024-05-31T23:10Z,BOS,DET,7,3,1
2024-05-31T23:10Z,MIA,TEX,8,2,1
2024-05-31T23:10Z,CLE,WSH,7,1,1
2024-05-31T23:20Z,ATL,OAK,4,2,1
2024-06-01T00:10Z,MIL,CHW,12,5,1
2024-06-01T00:10Z,HOU,MIN,1,6,0
2024-06-01T00:10Z,KC,SD,8,11,0
2024-06-01T02:10Z,SEA,LAA,5,4,1
2024-06-01T02:10Z,LAD,COL,1,4,0
2024-06-01T02:15Z,SF,NYY,2,6,0
2024-06-01T19:07Z,TOR,PIT,1,8,0
2024-06-01T20:05Z,BAL,TB,9,5,1
2024-06-01T20:10Z,NYM,ARI,5,10,0
2024-06-01T20:10Z,MIL,CHW,4,3,1
2024-06-01T20:10Z,BOS,DET,6,3,1
2024-06-01T20:10Z,HOU,MIN,5,2,1
2024-06-01T20:10Z,ATL,OAK,9,11,0
2024-06-01T20:10Z,KC,SD,3,7,0
2024-06-01T20:10Z,MIA,TEX,0,7,0
2024-06-01T20:10Z,CLE,WSH,3,2,1
2024-06-01T23:15Z,SEA,LAA,9,0,1
2024-06-01T23:15Z,CHC,CIN,7,5,1
2024-06-01T23:15Z,PHI,STL,6,1,1
2024-06-02T02:05Z,SF,NYY,3,7,0
2024-06-02T02:10Z,LAD,COL,4,1,1
2024-06-02T17:05Z,HOU,MIN,3,4,0
2024-06-02T17:35Z,BOS,DET,4,8,0
2024-06-02T17:35Z,ATL,OAK,3,1,1
2024-06-02T17:35Z,BAL,TB,3,4,0
2024-06-02T17:37Z,TOR,PIT,5,4,1
2024-06-02T17:40Z,NYM,ARI,4,5,0
2024-06-02T17:40Z,MIA,TEX,0,6,0
2024-06-02T17:40Z,CLE,WSH,2,5,0
2024-06-02T18:10Z,MIL,CHW,6,3,1
2024-06-02T18:10Z,KC,SD,4,3,1
2024-06-02T18:20Z,CHC,CIN,2,5,0
2024-06-02T20:05Z,SF,NYY,5,7,0
2024-06-02T20:10Z,SEA,LAA,5,1,1
2024-06-02T20:10Z,LAD,COL,4,0,1
2024-06-02T23:00Z,PHI,STL,4,5,0
2024-06-03T22:40Z,PHI,MIL,3,1,1
2024-06-03T22:45Z,WSH,NYM,7,8,0
2024-06-03T23:07Z,TOR,BAL,2,7,0
2024-06-04T00:05Z,TEX,DET,1,2,0
2024-06-04T00:10Z,HOU,STL,7,4,1
2024-06-04T00:40Z,COL,CIN,3,13,0
2024-06-04T01:38Z,LAA,SD,2,1,1
2024-06-04T01:40Z,ARI,SF,4,2,1
2024-06-04T22:40Z,CLE,KC,8,5,1
2024-06-04T22:40Z,PIT,LAD,1,0,1
2024-06-04T22:40Z,PHI,MIL,2,1,1
2024-06-04T22:40Z,MIA,TB,5,9,0
2024-06-04T22:45Z,WSH,NYM,3,6,0
2024-06-04T23:05Z,NYY,MIN,5,1,1
2024-06-04T23:07Z,TOR,BAL,1,10,0
2024-06-04T23:10Z,BOS,ATL,3,8,0
2024-06-05T00:05Z,CHC,CHW,7,6,1
2024-06-05T00:05Z,TEX,DET,1,3,0
2024-06-05T00:10Z,HOU,STL,8,5,1
2024-06-05T00:40Z,COL,CIN,1,4,0
2024-06-05T01:38Z,LAA,SD,4,2,1
2024-06-05T01:40Z,OAK,SEA,3,4,0
2024-06-05T01:40Z,ARI,SF,8,5,1
2024-06-05T17:35Z,BOS,ATL,9,0,1
2024-06-05T18:10Z,HOU,STL,2,4,0
2024-06-05T19:10Z,COL,CIN,7,12,0
2024-06-05T19:40Z,ARI,SF,3,9,0
2024-06-05T20:05Z,PHI,MIL,2,0,1
2024-06-05T20:05Z,WSH,NYM,1,9,0
2024-06-05T22:40Z,PIT,LAD,10,6,1
2024-06-05T22:40Z,MIA,TB,3,5,0
2024-06-05T23:05Z,NYY,MIN,9,5,1
2024-06-05T23:07Z,TOR,BAL,3,2,1
2024-06-06T00:05Z,CHC,CHW,7,6,1
2024-06-06T00:05Z,TEX,DET,9,1,1
2024-06-06T01:38Z,LAA,SD,3,2,1
2024-06-06T01:40Z,OAK,SEA,2,1,1
2024-06-06T17:07Z,TOR,BAL,6,5,1
2024-06-06T17:10Z,CLE,KC,3,4,0
2024-06-06T19:37Z,OAK,SEA,0,3,0
2024-06-06T22:40Z,PIT,LAD,7,11,0
2024-06-06T22:45Z,WSH,ATL,2,5,0
2024-06-06T23:05Z,NYY,MIN,8,5,1
2024-06-06T23:10Z,CIN,CHC,8,4,1
2024-06-06T23:45Z,STL,COL,2,3,0
2024-06-07T00:10Z,CHW,BOS,2,14,0
2024-06-07T01:40Z,SD,ARI,3,4,0
2024-06-07T22:40Z,DET,MIL,0,10,0
2024-06-07T22:40Z,PIT,MIN,3,0,1
2024-06-07T22:45Z,WSH,ATL,2,1,1
2024-06-07T22:50Z,TB,BAL,3,6,0
2024-06-07T23:05Z,NYY,LAD,1,2,0
2024-06-07T23:10Z,CIN,CHC,3,2,1
2024-06-07T23:10Z,MIA,CLE,3,2,1
2024-06-08T00:05Z,TEX,SF,2,5,0
2024-06-08T00:10Z,CHW,BOS,7,2,1
2024-06-08T00:10Z,KC,SEA,10,9,1
2024-06-08T00:15Z,STL,COL,8,5,1
2024-06-08T01:38Z,LAA,HOU,1,7,0
2024-06-08T01:40Z,SD,ARI,10,3,1
2024-06-08T01:40Z,OAK,TOR,2,1,1
2024-06-08T17:10Z,NYM,PHI,2,7,0
2024-06-08T20:05Z,WSH,ATL,7,3,1
2024-06-08T20:05Z,PIT,MIN,4,0,1
2024-06-08T20:05Z,TEX,SF,1,3,0
2024-06-08T20:07Z,OAK,TOR,0,7,0
2024-06-08T20:10Z,TB,BAL,0,5,0
2024-06-08T20:10Z,CHW,BOS,6,1,1
2024-06-08T20:10Z,CIN,CHC,4,3,1
2024-06-08T20:10Z,DET,MIL,4,5,0
2024-06-08T20:10Z,KC,SEA,8,4,1
2024-06-08T20:15Z,STL,COL,5,6,0
2024-06-08T23:35Z,MIA,CLE,0,8,0
